id,artist,title,label,category,format,price,item_url,thumb_url
7232,Club Mayz,The Gift Of Surrender,Serenades,electronix,12inch,34.99,https://clone.nl//item55044.html,https://clone.nl/platen/artwork/large/plaatimage54430.jpg
7233,MATstudio (Jonny Nash & Suzanne Kraft),Matstudio 1,Tresor,electronix,LP,9.99,https://clone.nl//item55031.html,https://clone.nl/platen/artwork/large/plaatimage54418.jpg
7234,Aponogeton,A Place Of Solace,Tresor,electronix,LP,15.99,https://clone.nl//item55029.html,https://clone.nl/platen/artwork/large/plaatimage54416.jpg
7235,Tapes,Hissing Thetricals,Fundamental Records,electronix,12inch,13.99,https://clone.nl//item55013.html,https://clone.nl/platen/artwork/large/plaatimage54401.jpg
7236,Anurak Boonliang,Shadow Play,Fundamental Records,electronix,12inch,11.99,https://clone.nl//item55010.html,https://clone.nl/platen/artwork/large/plaatimage54398.jpg
7237,URA,Entertainment,Fundamental Records,electronix,2x12inch,25.99,https://clone.nl//item54997.html,https://clone.nl/platen/artwork/large/plaatimage54384.jpg
7238,Hecker / Voafose,Untitled,Fundamental Records,electronix,10inch,9.99,https://clone.nl//item54993.html,https://clone.nl/platen/artwork/large/plaatimage54380.jpg
7239,Rainforest Spiritual Enslavement,Venus Flytrap Exotica,Furthur Electronix,electronix,7inch,10.99,https://clone.nl//item54992.html,https://clone.nl/platen/artwork/large/plaatimage54379.jpg
7240,Ovuca,Lactavent,Avian,electronix,CD,32.99,https://clone.nl//item54987.html,https://clone.nl/platen/artwork/large/plaatimage54373.jpg
7241,The Gentle People,Simply Faboo,Trip,electronix,CD,27.99,https://clone.nl//item54984.html,https://clone.nl/platen/artwork/large/plaatimage54370.jpg
7242,The Bug,Gun Disease,Delsin,electronix,CD,11.99,https://clone.nl//item54983.html,https://clone.nl/platen/artwork/large/plaatimage54374.jpg
7243,Pierre Bastien,Mecanoid,Pan,electronix,CD,19.99,https://clone.nl//item54982.html,https://clone.nl/platen/artwork/large/plaatimage54369.jpg
7244,Pierre Bastien,Pop,Musar,electronix,CD,24.49,https://clone.nl//item54981.html,https://clone.nl/platen/artwork/large/plaatimage54367.jpg
7245,Global Goon,Afterlife,Fanzine records,electronix,CD,15.99,https://clone.nl//item54980.html,https://clone.nl/platen/artwork/large/plaatimage54368.jpg
7246,AFX,Chosen Lords,Gaia Tones,electronix,CD,10.99,https://clone.nl//item54979.html,https://clone.nl/platen/artwork/large/plaatimage54366.jpg
7247,Bogdan Raczynski,Untitled,Die Orakel,electronix,7inch,12.99,https://clone.nl//item54973.html,https://clone.nl/platen/artwork/large/plaatimage54361.jpg
7248,The Lisa Carbon Trio,Polyester,NNY,electronix,CD,12.49,https://clone.nl//item54969.html,https://clone.nl/platen/artwork/large/plaatimage54357.jpg
7249,AFX,Analogue Bubblebath 4,R&S,electronix,CD,13.99,https://clone.nl//item54968.html,https://clone.nl/platen/artwork/large/plaatimage54356.jpg
7250,RX-101,Dopamine,Art-Aud,electronix,2x12inch,14.99,https://clone.nl//item54967.html,https://clone.nl/platen/artwork/large/plaatimage54355.jpg
7251,Georgia,Time,Nightwind Records,electronix,2LP,11.99,https://clone.nl//item54954.html,https://clone.nl/platen/artwork/large/plaatimage54345.jpg
7252,Various Artists,A-Team Series 1,Altered Sense,electronix,10inch,9.99,https://clone.nl//item54943.html,https://clone.nl/platen/artwork/large/plaatimage54334.jpg
7253,Keys,Voltage,Magnetron Music,electronix,12inch,7.99,https://clone.nl//item54920.html,https://clone.nl/platen/artwork/large/plaatimage54309.jpg
7254,Placid Angles (John Beltran),First Blue Sky,Rubber,electronix,2LP,13.99,https://clone.nl//item54917.html,https://clone.nl/platen/artwork/large/plaatimage54308.jpg
7255,Efdemin,New Atlantis,Mystic and Quantum,electronix,CD,23.99,https://clone.nl//item54915.html,https://clone.nl/platen/artwork/large/plaatimage54304.jpg
7256,Al Jerry,Zerma Thurstra,Analogical Force,electronix,12inch,26.49,https://clone.nl//item54897.html,https://clone.nl/platen/artwork/large/plaatimage54287.jpg
7257,Various Artists,We Are Electric: Gary Numan Revisited,Firecracker,electronix,12inch,26.49,https://clone.nl//item54886.html,https://clone.nl/platen/artwork/large/plaatimage54273.jpg
7258,De Fabriek,Made In Spain,Nous klaer Audio,electronix,LP,19.99,https://clone.nl//item54881.html,https://clone.nl/platen/artwork/large/plaatimage54301.jpg
7259,Gil.Barte / Lostsoundbytes,Split EP,Themes For Great Cities,electronix,12inch,11.99,https://clone.nl//item54862.html,https://clone.nl/platen/artwork/large/plaatimage54248.jpg
7260,Amen Andrews,Vol. 01,Bunker,electronix,12inch,18.49,https://clone.nl//item54858.html,https://clone.nl/platen/artwork/large/plaatimage54243.jpg
7261,Stabudown Productions,Strange Rabbits,Music On Vinyl,electronix,LP,23.49,https://clone.nl//item54857.html,https://clone.nl/platen/artwork/large/plaatimage54244.jpg
7262,DJ Durbin & Manu,Can't You Tell,Music On Vinyl,electronix,12inch,21.49,https://clone.nl//item54856.html,https://clone.nl/platen/artwork/large/plaatimage54242.jpg
7263,Amen Andrews,Vol. 02,Analogical Force,electronix,12inch,10.99,https://clone.nl//item54855.html,https://clone.nl/platen/artwork/large/plaatimage54241.jpg
7264,Astrobotnia,Part 02,Hoga Nord Rekords,electronix,EP,13.49,https://clone.nl//item54854.html,https://clone.nl/platen/artwork/large/plaatimage54239.jpg
7265,Hardijs Ledins,Tiny Crabs Of Deep Waters,Gost Zvuk,electronix,LP,12.99,https://clone.nl//item54839.html,https://clone.nl/platen/artwork/large/plaatimage54226.jpg
7266,Wool & The Pants,Wool & The Pants EP,Hypnus Records,electronix,12inch,11.99,https://clone.nl//item54837.html,https://clone.nl/platen/artwork/large/plaatimage54224.jpg
7267,Piotr Kurek,Polygome,Dalmata Daniel,electronix,12inch,13.99,https://clone.nl//item54797.html,https://clone.nl/platen/artwork/large/plaatimage54181.jpg
7268,Aymeric de Tapol,BOMBINA,The Night Day,electronix,2x7inch,20.99,https://clone.nl//item54795.html,https://clone.nl/platen/artwork/large/plaatimage54177.jpg
7269,KVETCH X,Voltmeter EP ,Alma Negra Records,electronix,12inch,9.49,https://clone.nl//item54792.html,https://clone.nl/platen/artwork/large/plaatimage54173.jpg
7270,PST & DJFB,Recording 3,We Release Whatever The Fuck We Want Records,electronix,12inch,12.99,https://clone.nl//item54776.html,https://clone.nl/platen/artwork/large/plaatimage54155.jpg
7271,Various Artists,Grime 2,Nous klaer Audio,electronix,2LP,11.99,https://clone.nl//item54768.html,https://clone.nl/platen/artwork/large/plaatimage54146.jpg
7272,Not Waving,Futuro (Music For The Waldorf Project) ,Endless Illusion,electronix,2LP,9.99,https://clone.nl//item54766.html,https://clone.nl/platen/artwork/large/plaatimage54145.jpg
7273,Ekolali,Genom Grundet,R12 Records,electronix,LP,11.49,https://clone.nl//item54743.html,https://clone.nl/platen/artwork/large/plaatimage54131.jpg
7274,Ot To Not To,It Loved To Happen Remixes,Tear Apart Tapes,electronix,12inch,11.49,https://clone.nl//item54741.html,https://clone.nl/platen/artwork/large/plaatimage54128.jpg
7275,Fmvee,Lotus Freaks,Innermoods,electronix,12inch,29.99,https://clone.nl//item54734.html,https://clone.nl/platen/artwork/large/plaatimage55916.jpg
7276,Machinegewehr,Kurayami,Oasis,electronix,12inch,19.99,https://clone.nl//item54722.html,https://clone.nl/platen/artwork/large/plaatimage54113.jpg
7277,Joannes,Got Needs,Mannequin records,electronix,12inch,10.99,https://clone.nl//item54721.html,https://clone.nl/platen/artwork/large/plaatimage54112.jpg
7278,Saaad,Orbs & Channels,Mannequin records,electronix,LP,15.49,https://clone.nl//item54711.html,https://clone.nl/platen/artwork/large/plaatimage54103.jpg
7279,Different Fountains,Transparent Flag,Into The Light,electronix,LP,11.99,https://clone.nl//item54678.html,https://clone.nl/platen/artwork/large/plaatimage54068.jpg
7280,Mgun,The Nerve EP,NG Trax,electronix,12inch,9.49,https://clone.nl//item54677.html,https://clone.nl/platen/artwork/large/plaatimage54067.jpg
7281,Andrew Wasylyk,The Paralian,Galleberg Forlag,electronix,LP,14.99,https://clone.nl//item54673.html,https://clone.nl/platen/artwork/large/plaatimage54064.jpg
7282,Martin Rev,Gutter Rock (RSD),C.E.R,electronix,7inch,11.99,https://clone.nl//item54667.html,https://clone.nl/platen/artwork/large/plaatimage54059.jpg
7283,Preach Elitism,Preach Elitism,Karl Records,electronix,Cassette Tape,13.99,https://clone.nl//item54659.html,https://clone.nl/platen/artwork/large/plaatimage54052.jpg
7284,Jonny Nash,Make A Wilderness,Nous klaer Audio,electronix,12inch,13.99,https://clone.nl//item54657.html,https://clone.nl/platen/artwork/large/plaatimage54049.jpg
7285,Sias,May 1932 / Of Cotton,Worst,electronix,12inch,11.99,https://clone.nl//item54654.html,https://clone.nl/platen/artwork/large/plaatimage54046.jpg
7286,Vulva,Birdwatch,Phainomena,electronix,2x12inch,7.49,https://clone.nl//item54646.html,https://clone.nl/platen/artwork/large/plaatimage54039.jpg
7287,Leo Anibaldi,Void,YGAM,electronix,3x12inch,14.99,https://clone.nl//item54645.html,https://clone.nl/platen/artwork/large/plaatimage54038.jpg
7288,Synectics / Ono,Promo EP (Purple vinyl),Ethereal Beatbox,electronix,12inch,10.99,https://clone.nl//item54642.html,https://clone.nl/platen/artwork/large/plaatimage54034.jpg
7289,Cylob,Are We Not Men Who Live And Die,Hivern Discs,electronix,7inch,29.99,https://clone.nl//item54636.html,https://clone.nl/platen/artwork/large/plaatimage54028.jpg
7290,Strange Birds,Bird Shit,Random Numbers,electronix,EP,21.99,https://clone.nl//item54628.html,https://clone.nl/platen/artwork/large/plaatimage54166.jpg
7291,DJ Sotofett Feat. Osaruxo & Diskomo,"Live A Pool, Tokyo (26th of November 2017)",Domestic Exile,electronix,7inch,34.99,https://clone.nl//item54624.html,https://clone.nl/platen/artwork/large/plaatimage54018.jpg
7292,December,Night Of Nights,Ear Clip Series,electronix,12inch,9.99,https://clone.nl//item54622.html,https://clone.nl/platen/artwork/large/plaatimage54016.jpg
7293,Svreca / Neel,Tangara Remixed,Tax Free Records,electronix,2x12inch,15.99,https://clone.nl//item54617.html,https://clone.nl/platen/artwork/large/plaatimage54011.jpg
7294,unknown artist,Sport4000 ,Ahrpe Records,electronix,12inch,13.99,https://clone.nl//item54616.html,https://clone.nl/platen/artwork/large/plaatimage54010.jpg
7295,Ghostride The Drift,Ghostride The Drift,Midnight Shift,electronix,12inch,11.99,https://clone.nl//item54602.html,https://clone.nl/platen/artwork/large/plaatimage53997.jpg
7296,Bernard Parmegiani,"Mémoire Magnétique, Volume 1. (Compilation De Bandes Magnétiques Inédites (1966-1990))",Furthur Electronix,electronix,LP,25.99,https://clone.nl//item54596.html,https://clone.nl/platen/artwork/large/plaatimage53993.jpg
7297,Francois Bayle,Electrucs!,WeMe Records,electronix,LP,9.99,https://clone.nl//item54595.html,https://clone.nl/platen/artwork/large/plaatimage53992.jpg
7298,Mahbunzi Nahgo Pihndi,D Ebando,WeMe Records,electronix,12inch,10.99,https://clone.nl//item54591.html,https://clone.nl/platen/artwork/large/plaatimage53988.jpg
7299,Kiyoshi Izumi,Effect Rainbow,Stroom,electronix,12inch,14.99,https://clone.nl//item54577.html,https://clone.nl/platen/artwork/large/plaatimage53977.jpg
7300,Rolf Royce,Nubborn...,Mannequin records,electronix,LP,13.99,https://clone.nl//item54576.html,https://clone.nl/platen/artwork/large/plaatimage53978.jpg
7301,Qwerty,Qwerty01,Cos_Mos,electronix,12inch,12.99,https://clone.nl//item54575.html,https://clone.nl/platen/artwork/large/plaatimage53976.jpg
7302,Solomon Angelo,Da Sacred Symbols Of Sun And Moon,LIES,electronix,LP,27.99,https://clone.nl//item54573.html,https://clone.nl/platen/artwork/large/plaatimage53974.jpg
7303,Joan Bibiloni,Born,RHD,electronix,LP,15.99,https://clone.nl//item54558.html,https://clone.nl/platen/artwork/large/plaatimage53959.jpg
7304,Lost Epcot,Aslant Sand,Jheri,electronix,2x12inch,22.49,https://clone.nl//item54547.html,https://clone.nl/platen/artwork/large/plaatimage53947.jpg
7305,Pistol Disco,Organs & Drums / Beat Of The Tune,Subject To Restrictions Discs,electronix,7inch,22.49,https://clone.nl//item54546.html,https://clone.nl/platen/artwork/large/plaatimage53946.jpg
7306,Space Farm,Egyptology 0.5,Molten Moods,electronix,12inch,22.99,https://clone.nl//item54542.html,https://clone.nl/platen/artwork/large/plaatimage53942.jpg
7307,Sissel Wincent,Assorter Lights,Tikita,electronix,12inch,22.49,https://clone.nl//item54523.html,https://clone.nl/platen/artwork/large/plaatimage53922.jpg
7308,Various Artists,Radar Love EP,Sex Tags Amfibia,electronix,12inch,9.99,https://clone.nl//item54520.html,https://clone.nl/platen/artwork/large/plaatimage53920.jpg
7309,P.A. Presents,Swirling Gas EP,Pinkman,electronix,12inch,22.49,https://clone.nl//item54518.html,https://clone.nl/platen/artwork/large/plaatimage53918.jpg
7310,Leila,Don't Fall Asleep,Rephlex,electronix,12inch,9.99,https://clone.nl//item54505.html,https://clone.nl/platen/artwork/large/plaatimage53904.jpg
7311,The Chi Factory,The Mantra Recordings,Nightwind Records,electronix,2LP,9.99,https://clone.nl//item54501.html,https://clone.nl/platen/artwork/large/plaatimage53900.jpg
7312,Tammo,Swimming,Altered Sense,electronix,12inch,22.49,https://clone.nl//item54499.html,https://clone.nl/platen/artwork/large/plaatimage53898.jpg
7313,Martina Lussi,Diffusion Is A Force,Magnetron Music,electronix,LP,11.49,https://clone.nl//item54496.html,https://clone.nl/platen/artwork/large/plaatimage53938.jpg
7314,Pavel Milyakov,La Maison De La Mort,Rubber,electronix,2LP,12.59,https://clone.nl//item54495.html,https://clone.nl/platen/artwork/large/plaatimage53894.jpg
7315,Leila Starring Donna Paul,Feeling,Mystic and Quantum,electronix,12inch,22.49,https://clone.nl//item54494.html,https://clone.nl/platen/artwork/large/plaatimage53895.jpg
7316,Leila,Space Love,Analogical Force,electronix,12inch,13.99,https://clone.nl//item54493.html,https://clone.nl/platen/artwork/large/plaatimage53893.jpg
7317,Kinesthesia,Empathy Box,Firecracker,electronix,LP,12.99,https://clone.nl//item54491.html,https://clone.nl/platen/artwork/large/plaatimage53891.jpg
7318,Dopplereffekt,Calabi Yau Space,Nous klaer Audio,electronix,2LP,25.99,https://clone.nl//item54486.html,https://clone.nl/platen/artwork/large/plaatimage53886.jpg
7319,Giraffe,Shine and Dark,Themes For Great Cities,electronix,LP,9.99,https://clone.nl//item54475.html,https://clone.nl/platen/artwork/large/plaatimage53876.jpg
7320,Lucio,Terra,Bunker,electronix,12inch,14.99,https://clone.nl//item54468.html,https://clone.nl/platen/artwork/large/plaatimage53869.jpg
7321,Roy Garrett & Man Parrish,Hot Rod To Hell LP,99 Chants,electronix,LP,14.99,https://clone.nl//item54466.html,https://clone.nl/platen/artwork/large/plaatimage53867.jpg
7322,Worldwide Zen,Swimmers In Circle,Axis,electronix,12inch,15.99,https://clone.nl//item54446.html,https://clone.nl/platen/artwork/large/plaatimage53847.jpg
7323,Various Artists,Eel Behaviour: Onejaw,Ballyhoo,electronix,12inch,17.99,https://clone.nl//item54422.html,https://clone.nl/platen/artwork/large/plaatimage53824.jpg
7324,Various Artists,Various Artists 2 (Kump 4) ,Shukai,electronix,12inch,19.99,https://clone.nl//item54417.html,https://clone.nl/platen/artwork/large/plaatimage53818.jpg
7325,Techno Thriller,Enfant De Sodome,INDEX: Records,electronix,12inch,5.99,https://clone.nl//item54408.html,https://clone.nl/platen/artwork/large/plaatimage53810.jpg
7326,Hivern Discs,No Sleep Since 2008: 10 Years Of Hivern Discs,Akuphone,electronix,LP + Booklet,10.99,https://clone.nl//item54401.html,https://clone.nl/platen/artwork/large/plaatimage53804.jpg
7327,S.Channel,Distant Shores,Akuphone,electronix,12inch,12.99,https://clone.nl//item54398.html,https://clone.nl/platen/artwork/large/plaatimage54516.jpg
7328,Various Artists,OTTVA001,Ekster,electronix,12inch,14.99,https://clone.nl//item54391.html,https://clone.nl/platen/artwork/large/plaatimage53797.jpg
7329,2K4S x NDSOMEWARE,E2E02,Akuphone,electronix,12inch,7.99,https://clone.nl//item54385.html,https://clone.nl/platen/artwork/large/plaatimage53790.jpg
7330,Chaines,The King,Rosten,electronix,LP,12.99,https://clone.nl//item54375.html,https://clone.nl/platen/artwork/large/plaatimage53781.jpg
7331,Alpha Stone,Stereophonic Pop Art Music,Akuphone,electronix,2x12inch,14.99,https://clone.nl//item54373.html,https://clone.nl/platen/artwork/large/plaatimage53779.jpg
7332,Lo Kindre,Chlorophytum,Rosten,electronix,12inch,11.49,https://clone.nl//item54346.html,https://clone.nl/platen/artwork/large/plaatimage53753.jpg
7333,Zurich Dada,Globus Cassus,Rosten,electronix,12inch,10.99,https://clone.nl//item54343.html,https://clone.nl/platen/artwork/large/plaatimage53750.jpg
7334,Changez,Slownotion,Akuphone,electronix,12inch,27.99,https://clone.nl//item54335.html,https://clone.nl/platen/artwork/large/plaatimage53742.jpg
7335,Pablo's Eye,Dark Matter,De:tuned,electronix,LP,19.99,https://clone.nl//item54331.html,https://clone.nl/platen/artwork/large/plaatimage53738.jpg
7336,Nocturnal Emissions,Spiritflesh,Alley Version,electronix,LP,9.99,https://clone.nl//item54330.html,https://clone.nl/platen/artwork/large/plaatimage53736.jpg
7337,Damon Zucconi,Untitled Substance,Akuphone,electronix,LP,11.99,https://clone.nl//item54329.html,https://clone.nl/platen/artwork/large/plaatimage53737.jpg
7338,Short-Term Memory,Plus or Minus Two,Serious trouble,electronix,12inch,24.99,https://clone.nl//item54326.html,https://clone.nl/platen/artwork/large/plaatimage53733.jpg
7339,Michael O Shea,Untitled,Musique Exotique,electronix,LP,9.99,https://clone.nl//item54325.html,https://clone.nl/platen/artwork/large/plaatimage53732.jpg
7340,Stratis,New Face LP,Dark Entries,electronix,LP,14.99,https://clone.nl//item54270.html,https://clone.nl/platen/artwork/large/plaatimage53676.jpg
7341,Victrola,Born From The Water (Demos 1983-85),Mechatronica Music,electronix,2LP,14.99,https://clone.nl//item54269.html,https://clone.nl/platen/artwork/large/plaatimage53675.jpg
7342,Various Artists,Elsewhere CDXLIV - compiled by soFA,Dark Entries,electronix,2x12inch,19.99,https://clone.nl//item54252.html,https://clone.nl/platen/artwork/large/plaatimage53658.jpg
7343,Bvdub,Explosions In Slow Motion,Dark Entries,electronix,2LP,10.99,https://clone.nl//item54247.html,https://clone.nl/platen/artwork/large/plaatimage53653.jpg
7344,Jamie Paton,Disk Memories,Nous klaer Audio,electronix,12inch,10.99,https://clone.nl//item54238.html,https://clone.nl/platen/artwork/large/plaatimage53647.jpg
7345,Various Artists,DE:10.01,Men,electronix,12inch,17.49,https://clone.nl//item54236.html,https://clone.nl/platen/artwork/large/plaatimage53645.jpg
7346,Various Artists,DE:10.02,Awoha Press,electronix,12inch,13.49,https://clone.nl//item54235.html,https://clone.nl/platen/artwork/large/plaatimage53644.jpg
7347,Coro Qom Chelaalapi & Lagartijeando ,Revision EP,Mirae Arts,electronix,12inch,12.49,https://clone.nl//item54229.html,https://clone.nl/platen/artwork/large/plaatimage53638.jpg
7348,Various Artists,FLAM! EP,Slack Trax,electronix,12inch,20.99,https://clone.nl//item54216.html,https://clone.nl/platen/artwork/large/plaatimage53623.jpg
7349,Panoptique United Assholes ,"Objectif Jeune, La, Les Chachats, La, Les ",AHAAD,electronix,7inch,21.99,https://clone.nl//item54197.html,https://clone.nl/platen/artwork/large/plaatimage53605.jpg
7350,Eva Geist,Urban Monogamy,Avant! Records,electronix,12inch,34.99,https://clone.nl//item54196.html,https://clone.nl/platen/artwork/large/plaatimage53595.jpg
7351,RSD,Corner Dub (Blue and Red Mix) / Pretty Bright Light,Le Pacifique,electronix,12inch,9.99,https://clone.nl//item54193.html,https://clone.nl/platen/artwork/large/plaatimage53592.jpg
7352,Red Stars CPR,Earth Is Heaven / Heaven Is Hell,Femur,electronix,EP,15.99,https://clone.nl//item54191.html,https://clone.nl/platen/artwork/large/plaatimage53590.jpg
7353,Sam Kidel,Silicon Ear,4MG,electronix,LP,13.99,https://clone.nl//item54190.html,https://clone.nl/platen/artwork/large/plaatimage53589.jpg
7354,DJ Sotofett & Maimouna Haugen,C'est l'aventure,Unknown Precept,electronix,10inch,11.99,https://clone.nl//item54188.html,https://clone.nl/platen/artwork/large/plaatimage53588.jpg
7355,DJ Sports,Akrasia,Arma,electronix,12inch,25.99,https://clone.nl//item54182.html,https://clone.nl/platen/artwork/large/plaatimage53582.jpg
7356,Jodey Kendrick,EDM vol.1,Allergy Season,electronix,2LP,9.99,https://clone.nl//item54179.html,https://clone.nl/platen/artwork/large/plaatimage53579.jpg
7357,Clarence Seti,Jungle Quest,Rephlex,electronix,LP,10.99,https://clone.nl//item54172.html,https://clone.nl/platen/artwork/large/plaatimage53573.jpg
7358,Battle Break,Battle Break 2,Rephlex,electronix,LP,19.99,https://clone.nl//item54170.html,https://clone.nl/platen/artwork/large/plaatimage53571.jpg
7359,Paper Dollhouse,Empty Rave,Rephlex,electronix,LP,16.99,https://clone.nl//item54155.html,https://clone.nl/platen/artwork/large/plaatimage53555.jpg
7360,Ayaz,Bildi Bilmdi,Scaffolder Recordings,electronix,12inch,13.49,https://clone.nl//item54154.html,https://clone.nl/platen/artwork/large/plaatimage53556.jpg
7361,Baptisma,Pes EP,Delsin,electronix,12inch,13.99,https://clone.nl//item54152.html,https://clone.nl/platen/artwork/large/plaatimage53553.jpg
7362,Pieces Of A Pensive State Of Mind,Missin You EP (Silver Edition),Creme,electronix,12inch,13.99,https://clone.nl//item54145.html,https://clone.nl/platen/artwork/large/plaatimage53547.jpg
7363,Eluize,Confide LP,La Luna,electronix,LP,69.99,https://clone.nl//item54140.html,https://clone.nl/platen/artwork/large/plaatimage53543.jpg
7364,Pieces Of A Pensive State Of Mind,Missin You EP,Mecanica,electronix,12inch,24.99,https://clone.nl//item54138.html,https://clone.nl/platen/artwork/large/plaatimage53541.jpg
7365,De Fabriek,Schafttijdsamba,Space Trac,electronix,LP,9.99,https://clone.nl//item54136.html,https://clone.nl/platen/artwork/large/plaatimage53539.jpg
7366,Brainwaltzera,Epi-log Ep,Panzerkreuz,electronix,Mini-LP,11.99,https://clone.nl//item54126.html,https://clone.nl/platen/artwork/large/plaatimage53529.jpg
7367,Dirk P. Haubrich,Robinson Out Of Context,Talismann,electronix,12inch,10.99,https://clone.nl//item54115.html,https://clone.nl/platen/artwork/large/plaatimage53518.jpg
7368,Carl Finlow,MIDI Archeology Box Set,Knekelhuis,electronix,7x12'' Box set,21.99,https://clone.nl//item54102.html,https://clone.nl/platen/artwork/large/plaatimage53506.jpg
7369,KETAMA,Voyage,Asyncro,electronix,12inch,99.99,https://clone.nl//item54085.html,https://clone.nl/platen/artwork/large/plaatimage53489.jpg
7370,Various Artists,Wild In Blue,Pregnant Void,electronix,Cassette Tape,4.99,https://clone.nl//item54082.html,https://clone.nl/platen/artwork/large/plaatimage53486.jpg
7371,Vercetti Technicolor,Black September Tape,Nightwind Records,electronix,Cassette Tape,21.99,https://clone.nl//item54081.html,https://clone.nl/platen/artwork/large/plaatimage53485.jpg
7372,Mystica Tribe,DJ Sotofett's Dub Ash Mixes,Altered Sense,electronix,12inch,24.99,https://clone.nl//item54079.html,https://clone.nl/platen/artwork/large/plaatimage53483.jpg
7373,Riccardo Schiro / GG FX,Sine Phase,Magnetron Music,electronix,12inch,9.99,https://clone.nl//item54074.html,https://clone.nl/platen/artwork/large/plaatimage53477.jpg
7374,Anthone,Where Were We,Rubber,electronix,12inch,10.49,https://clone.nl//item54073.html,https://clone.nl/platen/artwork/large/plaatimage53478.jpg
7375,Purl,"Poems (Segue, Lingua Lustra Levitate, Mind Over MIDI, Wanderwelle, Rhucle, Docetism, Stray Theories remixes)  ",Mystic and Quantum,electronix,2LP,23.49,https://clone.nl//item54069.html,https://clone.nl/platen/artwork/large/plaatimage53472.jpg
7376,A-Sim,Unpeaceful Mind EP,Analogical Force,electronix,12inch,26.49,https://clone.nl//item54045.html,https://clone.nl/platen/artwork/large/plaatimage53448.jpg
7377,Intimacy,Earth Sciences EP,Firecracker,electronix,12inch,10.99,https://clone.nl//item54036.html,https://clone.nl/platen/artwork/large/plaatimage53440.jpg
7378,Succhiamo,Mani In Fuoco,Nous klaer Audio,electronix,LP,10.99,https://clone.nl//item54025.html,https://clone.nl/platen/artwork/large/plaatimage53430.jpg
7379,Molr Drammaz,Times Before Emojis Came,Themes For Great Cities,electronix,LP,10.99,https://clone.nl//item54022.html,https://clone.nl/platen/artwork/large/plaatimage53427.jpg
7380,Vladimir Dubyshkin,Cheerful Pessimist,Bunker,electronix,EP,33.99,https://clone.nl//item54013.html,https://clone.nl/platen/artwork/large/plaatimage53418.jpg
7381,FFT,In-side,U-Trax,electronix,12inch,14.99,https://clone.nl//item54012.html,https://clone.nl/platen/artwork/large/plaatimage53417.jpg
7382,Dark Division ,CMBR ,Music From Memory,electronix,2x12inch,10.99,https://clone.nl//item54010.html,https://clone.nl/platen/artwork/large/plaatimage53414.jpg
7383,Luc Ferrari,L'Escalier Des Aveugles,Is The Way,electronix,LP,15.99,https://clone.nl//item54003.html,https://clone.nl/platen/artwork/large/plaatimage53408.jpg
7384,Von Grall,Stationary Regime,Dark Entries,electronix,12inch,23.99,https://clone.nl//item53988.html,https://clone.nl/platen/artwork/large/plaatimage53393.jpg
7385,La Batterie,Let There Be Drums,Modern Obscure Music,electronix,12inch,25.99,https://clone.nl//item53984.html,https://clone.nl/platen/artwork/large/plaatimage53388.jpg
7386,Station Rose,Gunafa's Children,Photodementia,electronix,12inch,11.99,https://clone.nl//item53972.html,https://clone.nl/platen/artwork/large/plaatimage53375.jpg
7387,Anton Klint,Lyckliga Manniskor (Black Merlin Remix),Rephlex,electronix,12inch,11.99,https://clone.nl//item53968.html,https://clone.nl/platen/artwork/large/plaatimage53369.jpg
7388,Stas Karpenkov,KRYM MRYK 01,Rephlex,electronix,12inch,17.99,https://clone.nl//item53959.html,https://clone.nl/platen/artwork/large/plaatimage53362.jpg
7389,Various Artists,KRYM MRYK 02,Rephlex,electronix,12inch,21.99,https://clone.nl//item53953.html,https://clone.nl/platen/artwork/large/plaatimage53356.jpg
7390,Various Artists,Peace Radio Dublab,Man Band,electronix,LP,25.99,https://clone.nl//item53935.html,https://clone.nl/platen/artwork/large/plaatimage53338.jpg
7391,Neville Watson,The Midnight Orchard,Crossing,electronix,2LP,16.49,https://clone.nl//item53926.html,https://clone.nl/platen/artwork/large/plaatimage53330.jpg
7392,JONGPADAWAN,Academia Special,Rephlex,electronix,12inch,24.99,https://clone.nl//item53924.html,https://clone.nl/platen/artwork/large/plaatimage53380.jpg
7393,Moulay Ahmed El Hassani,Atlas Electric,RVNG Records,electronix,2LP,7.99,https://clone.nl//item53917.html,https://clone.nl/platen/artwork/large/plaatimage53318.jpg
7394,RS Producoes,Bagdad Style,Unknown,electronix,LP,14.99,https://clone.nl//item53914.html,https://clone.nl/platen/artwork/large/plaatimage53315.jpg
7395,Various Artists,Directors Cut 01,Kompakt,electronix,12inch + Download,24.99,https://clone.nl//item53905.html,https://clone.nl/platen/artwork/large/plaatimage53304.jpg
7396,Process Blue,Control Panel,Into The Light,electronix,LP,37.99,https://clone.nl//item53887.html,https://clone.nl/platen/artwork/large/plaatimage53283.jpg
7397,Die Form,Some Experiences With Shock,Crowdspacer,electronix,LP,29.99,https://clone.nl//item53886.html,https://clone.nl/platen/artwork/large/plaatimage53282.jpg
7398,Drama,Loneliness,Offen Music,electronix,2LP,9.99,https://clone.nl//item53885.html,https://clone.nl/platen/artwork/large/plaatimage53281.jpg
7399,Parris,Puro Rosaceaes,Lullabies For Insomniacs,electronix,12inch,18.49,https://clone.nl//item53881.html,https://clone.nl/platen/artwork/large/plaatimage53277.jpg
